validation,fold,case_id,role
prospective,0,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_irregular_7q_spread_29,train
prospective,0,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_irregular_7q_spread_37,train
prospective,0,dabd84c4a3325ef21b50a394178e913fd5ef5dba3253c4dc929ef5785b340571_synthetic_irregular_7q_spread_47,train
prospective,0,199175ead0c72935d7a99429464f9050e079ef6f760813698618253a465ecf60_synthetic_irregular_7q_favorable_11,train
prospective,0,199175ead0c72935d7a99429464f9050e079ef6f760813698618253a465ecf60_synthetic_irregular_7q_favorable_19,train
prospective,0,199175ead0c72935d7a99429464f9050e079ef6f760813698618253a465ecf60_synthetic_irregular_7q_favorable_29,train
prospective,0,199175ead0c72935d7a99429464f9050e079ef6f760813698618253a465ecf60_synthetic_irregular_7q_favorable_37,train
prospective,0,199175ead0c72935d7a99429464f9050e079ef6f760813698618253a465ecf60_synthetic_irregular_7q_favorable_47,train
prospective,0,b66e78c1f4a10c34763563660201dc843b5e66d635a6c02bb8e10ecf326cfd70_synthetic_irregular_7q_favorable_11,train
prospective,0,b66e78c1f4a10c34763563660201dc843b5e66d635a6c02bb8e10ecf326cfd70_synthetic_irregular_7q_favorable_19,train
prospective,0,b66e78c1f4a10c34763563660201dc843b5e66d635a6c02bb8e10ecf326cfd70_synthetic_irregular_7q_favorable_29,train
prospective,0,b66e78c1f4a10c34763563660201dc843b5e66d635a6c02bb8e10ecf326cfd70_synthetic_irregular_7q_favorable_37,train
prospective,0,b66e78c1f4a10c34763563660201dc843b5e66d635a6c02bb8e10ecf326cfd70_synthetic_irregular_7q_favorable_47,train
prospective,0,11917b6d9db4ec58f18384b3e34529b1823f5609fb71679e29b7f5856b29e04b_synthetic_grid_8q_transpiler_11,train
prospective,0,11917b6d9db4ec58f18384b3e34529b1823f5609fb71679e29b7f5856b29e04b_synthetic_grid_8q_transpiler_19,train
prospective,0,11917b6d9db4ec58f18384b3e34529b1823f5609fb71679e29b7f5856b29e04b_synthetic_grid_8q_transpiler_29,train
prospective,0,11917b6d9db4ec58f18384b3e34529b1823f5609fb71679e29b7f5856b29e04b_synthetic_grid_8q_transpiler_37,train
prospective,0,11917b6d9db4ec58f18384b3e34529b1823f5609fb71679e29b7f5856b29e04b_synthetic_grid_8q_transpiler_47,train
prospective,0,1c000dbb03545990843f258f2cd99e62a98221c482c76d7c86deb19993107e91_synthetic_grid_8q_transpiler_11,train
prospective,0,1c000dbb03545990843f258f2cd99e62a98221c482c76d7c86deb19993107e91_synthetic_grid_8q_transpiler_19,train
prospective,0,1c000dbb03545990843f258f2cd99e62a98221c482c76d7c86deb19993107e91_synthetic_grid_8q_transpiler_29,train
prospective,0,1c000dbb03545990843f258f2cd99e62a98221c482c76d7c86deb19993107e91_synthetic_grid_8q_transpiler_37,train
prospective,0,1c000dbb03545990843f258f2cd99e62a98221c482c76d7c86deb19993107e91_synthetic_grid_8q_transpiler_47,train
prospective,0,10c94ee239653a068cec24e35ee4e3d08e1b8af56ad8685361f7159dac9a2303_synthetic_irregular_8q_favorable_11,train
prospective,0,10c94ee239653a068cec24e35ee4e3d08e1b8af56ad8685361f7159dac9a2303_synthetic_irregular_8q_favorable_19,train
prospective,0,10c94ee239653a068cec24e35ee4e3d08e1b8af56ad8685361f7159dac9a2303_synthetic_irregular_8q_favorable_29,train
prospective,0,10c94ee239653a068cec24e35ee4e3d08e1b8af56ad8685361f7159dac9a2303_synthetic_irregular_8q_favorable_37,train
prospective,0,10c94ee239653a068cec24e35ee4e3d08e1b8af56ad8685361f7159dac9a2303_synthetic_irregular_8q_favorable_47,train
prospective,0,00dec25597397b2934fb42740994f65c50571551a5090f8e130104971b3c190f_synthetic_line_6q_favorable_11,test
prospective,0,00dec25597397b2934fb42740994f65c50571551a5090f8e130104971b3c190f_synthetic_line_6q_favorable_19,test
prospective,0,00dec25597397b2934fb42740994f65c50571551a5090f8e130104971b3c190f_synthetic_line_6q_favorable_29,test
prospective,0,00dec25597397b2934fb42740994f65c50571551a5090f8e130104971b3c190f_synthetic_line_6q_favorable_37,test
prospective,0,00dec25597397b2934fb42740994f65c50571551a5090f8e130104971b3c190f_synthetic_line_6q_favorable_47,test
prospective,0,00dec25597397b2934fb42740994f65c50571551a5090f8e130104971b3c190f_synthetic_line_6q_spread_11,test
prospective,0,00dec25597397b2934fb42740994f65c50571551a5090f8e130104971b3c190f_synthetic_line_6q_spread_19,test
prospective,0,00dec25597397b2934fb42740994f65c50571551a5090f8e130104971b3c190f_synthetic_line_6q_spread_29,test
prospective,0,00dec25597397b2934fb42740994f65c50571551a5090f8e130104971b3c190f_synthetic_line_6q_spread_37,test
prospective,0,00dec25597397b2934fb42740994f65c50571551a5090f8e130104971b3c190f_synthetic_line_6q_spread_47,test
prospective,0,00dec25597397b2934fb42740994f65c50571551a5090f8e130104971b3c190f_synthetic_ring_6q_transpiler_11,test
prospective,0,00dec25597397b2934fb42740994f65c50571551a5090f8e130104971b3c190f_synthetic_ring_6q_transpiler_19,test
prospective,0,00dec25597397b2934fb42740994f65c50571551a5090f8e130104971b3c190f_synthetic_ring_6q_transpiler_29,test
prospective,0,00dec25597397b2934fb42740994f65c50571551a5090f8e130104971b3c190f_synthetic_ring_6q_transpiler_37,test
prospective,0,00dec25597397b2934fb42740994f65c50571551a5090f8e130104971b3c190f_synthetic_ring_6q_transpiler_47,test
prospective,0,00dec25597397b2934fb42740994f65c50571551a5090f8e130104971b3c190f_synthetic_grid_6q_transpiler_11,test
prospective,0,00dec25597397b2934fb42740994f65c50571551a5090f8e130104971b3c190f_synthetic_grid_6q_transpiler_19,test
prospective,0,00dec25597397b2934fb42740994f65c50571551a5090f8e130104971b3c190f_synthetic_grid_6q_transpiler_29,test
prospective,0,00dec25597397b2934fb42740994f65c50571551a5090f8e130104971b3c190f_synthetic_grid_6q_transpiler_37,test
prospective,0,00dec25597397b2934fb42740994f65c50571551a5090f8e130104971b3c190f_synthetic_grid_6q_transpiler_47,test
prospective,0,00dec25597397b2934fb42740994f65c50571551a5090f8e130104971b3c190f_synthetic_heavy_hex_like_7q_transpiler_11,test
prospective,0,00dec25597397b2934fb42740994f65c50571551a5090f8e130104971b3c190f_synthetic_heavy_hex_like_7q_transpiler_19,test
prospective,0,00dec25597397b2934fb42740994f65c50571551a5090f8e130104971b3c190f_synthetic_heavy_hex_like_7q_transpiler_29,test
prospective,0,00dec25597397b2934fb42740994f65c50571551a5090f8e130104971b3c190f_synthetic_heavy_hex_like_7q_transpiler_37,test
prospective,0,00dec25597397b2934fb42740994f65c50571551a5090f8e130104971b3c190f_synthetic_heavy_hex_like_7q_transpiler_47,test
prospective,0,00dec25597397b2934fb42740994f65c50571551a5090f8e130104971b3c190f_synthetic_irregular_7q_favorable_11,test
prospective,0,00dec25597397b2934fb42740994f65c50571551a5090f8e130104971b3c190f_synthetic_irregular_7q_favorable_19,test
prospective,0,00dec25597397b2934fb42740994f65c50571551a5090f8e130104971b3c190f_synthetic_irregular_7q_favorable_29,test
prospective,0,00dec25597397b2934fb42740994f65c50571551a5090f8e130104971b3c190f_synthetic_irregular_7q_favorable_37,test
prospective,0,00dec25597397b2934fb42740994f65c50571551a5090f8e130104971b3c190f_synthetic_irregular_7q_favorable_47,test
prospective,0,00dec25597397b2934fb42740994f65c50571551a5090f8e130104971b3c190f_synthetic_irregular_7q_spread_11,test
prospective,0,00dec25597397b2934fb42740994f65c50571551a5090f8e130104971b3c190f_synthetic_irregular_7q_spread_19,test
prospective,0,00dec25597397b2934fb42740994f65c50571551a5090f8e130104971b3c190f_synthetic_irregular_7q_spread_29,test
prospective,0,00dec25597397b2934fb42740994f65c50571551a5090f8e130104971b3c190f_synthetic_irregular_7q_spread_37,test
prospective,0,00dec25597397b2934fb42740994f65c50571551a5090f8e130104971b3c190f_synthetic_irregular_7q_spread_47,test
prospective,0,49f9e42949fe44e9cacc4cb550ad5cc71ba965632af7f9c8a4fd8e3384156438_synthetic_line_6q_favorable_11,test
prospective,0,49f9e42949fe44e9cacc4cb550ad5cc71ba965632af7f9c8a4fd8e3384156438_synthetic_line_6q_favorable_19,test
prospective,0,49f9e42949fe44e9cacc4cb550ad5cc71ba965632af7f9c8a4fd8e3384156438_synthetic_line_6q_favorable_29,test
prospective,0,49f9e42949fe44e9cacc4cb550ad5cc71ba965632af7f9c8a4fd8e3384156438_synthetic_line_6q_favorable_37,test
prospective,0,49f9e42949fe44e9cacc4cb550ad5cc71ba965632af7f9c8a4fd8e3384156438_synthetic_line_6q_favorable_47,test
prospective,0,49f9e42949fe44e9cacc4cb550ad5cc71ba965632af7f9c8a4fd8e3384156438_synthetic_line_6q_spread_11,test
prospective,0,49f9e42949fe44e9cacc4cb550ad5cc71ba965632af7f9c8a4fd8e3384156438_synthetic_line_6q_spread_19,test
prospective,0,49f9e42949fe44e9cacc4cb550ad5cc71ba965632af7f9c8a4fd8e3384156438_synthetic_line_6q_spread_29,test
prospective,0,49f9e42949fe44e9cacc4cb550ad5cc71ba965632af7f9c8a4fd8e3384156438_synthetic_line_6q_spread_37,test
prospective,0,49f9e42949fe44e9cacc4cb550ad5cc71ba965632af7f9c8a4fd8e3384156438_synthetic_line_6q_spread_47,test
prospective,0,49f9e42949fe44e9cacc4cb550ad5cc71ba965632af7f9c8a4fd8e3384156438_synthetic_ring_6q_transpiler_11,test
prospective,0,49f9e42949fe44e9cacc4cb550ad5cc71ba965632af7f9c8a4fd8e3384156438_synthetic_ring_6q_transpiler_19,test
prospective,0,49f9e42949fe44e9cacc4cb550ad5cc71ba965632af7f9c8a4fd8e3384156438_synthetic_ring_6q_transpiler_29,test
prospective,0,49f9e42949fe44e9cacc4cb550ad5cc71ba965632af7f9c8a4fd8e3384156438_synthetic_ring_6q_transpiler_37,test
prospective,0,49f9e42949fe44e9cacc4cb550ad5cc71ba965632af7f9c8a4fd8e3384156438_synthetic_ring_6q_transpiler_47,test
prospective,0,49f9e42949fe44e9cacc4cb550ad5cc71ba965632af7f9c8a4fd8e3384156438_synthetic_grid_6q_transpiler_11,test
prospective,0,49f9e42949fe44e9cacc4cb550ad5cc71ba965632af7f9c8a4fd8e3384156438_synthetic_grid_6q_transpiler_19,test
prospective,0,49f9e42949fe44e9cacc4cb550ad5cc71ba965632af7f9c8a4fd8e3384156438_synthetic_grid_6q_transpiler_29,test
prospective,0,49f9e42949fe44e9cacc4cb550ad5cc71ba965632af7f9c8a4fd8e3384156438_synthetic_grid_6q_transpiler_37,test
prospective,0,49f9e42949fe44e9cacc4cb550ad5cc71ba965632af7f9c8a4fd8e3384156438_synthetic_grid_6q_transpiler_47,test
prospective,0,49f9e42949fe44e9cacc4cb550ad5cc71ba965632af7f9c8a4fd8e3384156438_synthetic_heavy_hex_like_7q_transpiler_11,test
prospective,0,49f9e42949fe44e9cacc4cb550ad5cc71ba965632af7f9c8a4fd8e3384156438_synthetic_heavy_hex_like_7q_transpiler_19,test
prospective,0,49f9e42949fe44e9cacc4cb550ad5cc71ba965632af7f9c8a4fd8e3384156438_synthetic_heavy_hex_like_7q_transpiler_29,test
prospective,0,49f9e42949fe44e9cacc4cb550ad5cc71ba965632af7f9c8a4fd8e3384156438_synthetic_heavy_hex_like_7q_transpiler_37,test
prospective,0,49f9e42949fe44e9cacc4cb550ad5cc71ba965632af7f9c8a4fd8e3384156438_synthetic_heavy_hex_like_7q_transpiler_47,test
prospective,0,49f9e42949fe44e9cacc4cb550ad5cc71ba965632af7f9c8a4fd8e3384156438_synthetic_irregular_7q_favorable_11,test
prospective,0,49f9e42949fe44e9cacc4cb550ad5cc71ba965632af7f9c8a4fd8e3384156438_synthetic_irregular_7q_favorable_19,test
prospective,0,49f9e42949fe44e9cacc4cb550ad5cc71ba965632af7f9c8a4fd8e3384156438_synthetic_irregular_7q_favorable_29,test
prospective,0,49f9e42949fe44e9cacc4cb550ad5cc71ba965632af7f9c8a4fd8e3384156438_synthetic_irregular_7q_favorable_37,test
prospective,0,49f9e42949fe44e9cacc4cb550ad5cc71ba965632af7f9c8a4fd8e3384156438_synthetic_irregular_7q_favorable_47,test
prospective,0,49f9e42949fe44e9cacc4cb550ad5cc71ba965632af7f9c8a4fd8e3384156438_synthetic_irregular_7q_spread_11,test
prospective,0,49f9e42949fe44e9cacc4cb550ad5cc71ba965632af7f9c8a4fd8e3384156438_synthetic_irregular_7q_spread_19,test
prospective,0,49f9e42949fe44e9cacc4cb550ad5cc71ba965632af7f9c8a4fd8e3384156438_synthetic_irregular_7q_spread_29,test
prospective,0,49f9e42949fe44e9cacc4cb550ad5cc71ba965632af7f9c8a4fd8e3384156438_synthetic_irregular_7q_spread_37,test
prospective,0,49f9e42949fe44e9cacc4cb550ad5cc71ba965632af7f9c8a4fd8e3384156438_synthetic_irregular_7q_spread_47,test
prospective,0,6a9ea95959ada3b9eb58a4396c3fc46af54caed318314ad360db449a01f90c66_synthetic_line_6q_favorable_11,test
prospective,0,6a9ea95959ada3b9eb58a4396c3fc46af54caed318314ad360db449a01f90c66_synthetic_line_6q_favorable_19,test
prospective,0,6a9ea95959ada3b9eb58a4396c3fc46af54caed318314ad360db449a01f90c66_synthetic_line_6q_favorable_29,test
prospective,0,6a9ea95959ada3b9eb58a4396c3fc46af54caed318314ad360db449a01f90c66_synthetic_line_6q_favorable_37,test
prospective,0,6a9ea95959ada3b9eb58a4396c3fc46af54caed318314ad360db449a01f90c66_synthetic_line_6q_favorable_47,test
prospective,0,6a9ea95959ada3b9eb58a4396c3fc46af54caed318314ad360db449a01f90c66_synthetic_line_6q_spread_11,test
prospective,0,6a9ea95959ada3b9eb58a4396c3fc46af54caed318314ad360db449a01f90c66_synthetic_line_6q_spread_19,test
prospective,0,6a9ea95959ada3b9eb58a4396c3fc46af54caed318314ad360db449a01f90c66_synthetic_line_6q_spread_29,test
prospective,0,6a9ea95959ada3b9eb58a4396c3fc46af54caed318314ad360db449a01f90c66_synthetic_line_6q_spread_37,test
prospective,0,6a9ea95959ada3b9eb58a4396c3fc46af54caed318314ad360db449a01f90c66_synthetic_line_6q_spread_47,test
prospective,0,6a9ea95959ada3b9eb58a4396c3fc46af54caed318314ad360db449a01f90c66_synthetic_ring_6q_transpiler_11,test
prospective,0,6a9ea95959ada3b9eb58a4396c3fc46af54caed318314ad360db449a01f90c66_synthetic_ring_6q_transpiler_19,test
prospective,0,6a9ea95959ada3b9eb58a4396c3fc46af54caed318314ad360db449a01f90c66_synthetic_ring_6q_transpiler_29,test
prospective,0,6a9ea95959ada3b9eb58a4396c3fc46af54caed318314ad360db449a01f90c66_synthetic_ring_6q_transpiler_37,test
prospective,0,6a9ea95959ada3b9eb58a4396c3fc46af54caed318314ad360db449a01f90c66_synthetic_ring_6q_transpiler_47,test
prospective,0,6a9ea95959ada3b9eb58a4396c3fc46af54caed318314ad360db449a01f90c66_synthetic_grid_6q_transpiler_11,test
prospective,0,6a9ea95959ada3b9eb58a4396c3fc46af54caed318314ad360db449a01f90c66_synthetic_grid_6q_transpiler_19,test
prospective,0,6a9ea95959ada3b9eb58a4396c3fc46af54caed318314ad360db449a01f90c66_synthetic_grid_6q_transpiler_29,test
prospective,0,6a9ea95959ada3b9eb58a4396c3fc46af54caed318314ad360db449a01f90c66_synthetic_grid_6q_transpiler_37,test
prospective,0,6a9ea95959ada3b9eb58a4396c3fc46af54caed318314ad360db449a01f90c66_synthetic_grid_6q_transpiler_47,test
prospective,0,6a9ea95959ada3b9eb58a4396c3fc46af54caed318314ad360db449a01f90c66_synthetic_heavy_hex_like_7q_transpiler_11,test
prospective,0,6a9ea95959ada3b9eb58a4396c3fc46af54caed318314ad360db449a01f90c66_synthetic_heavy_hex_like_7q_transpiler_19,test
prospective,0,6a9ea95959ada3b9eb58a4396c3fc46af54caed318314ad360db449a01f90c66_synthetic_heavy_hex_like_7q_transpiler_29,test
prospective,0,6a9ea95959ada3b9eb58a4396c3fc46af54caed318314ad360db449a01f90c66_synthetic_heavy_hex_like_7q_transpiler_37,test
prospective,0,6a9ea95959ada3b9eb58a4396c3fc46af54caed318314ad360db449a01f90c66_synthetic_heavy_hex_like_7q_transpiler_47,test
prospective,0,6a9ea95959ada3b9eb58a4396c3fc46af54caed318314ad360db449a01f90c66_synthetic_irregular_7q_favorable_11,test
prospective,0,6a9ea95959ada3b9eb58a4396c3fc46af54caed318314ad360db449a01f90c66_synthetic_irregular_7q_favorable_19,test
prospective,0,6a9ea95959ada3b9eb58a4396c3fc46af54caed318314ad360db449a01f90c66_synthetic_irregular_7q_favorable_29,test
prospective,0,6a9ea95959ada3b9eb58a4396c3fc46af54caed318314ad360db449a01f90c66_synthetic_irregular_7q_favorable_37,test
prospective,0,6a9ea95959ada3b9eb58a4396c3fc46af54caed318314ad360db449a01f90c66_synthetic_irregular_7q_favorable_47,test
prospective,0,6a9ea95959ada3b9eb58a4396c3fc46af54caed318314ad360db449a01f90c66_synthetic_irregular_7q_spread_11,test
prospective,0,6a9ea95959ada3b9eb58a4396c3fc46af54caed318314ad360db449a01f90c66_synthetic_irregular_7q_spread_19,test
prospective,0,6a9ea95959ada3b9eb58a4396c3fc46af54caed318314ad360db449a01f90c66_synthetic_irregular_7q_spread_29,test
prospective,0,6a9ea95959ada3b9eb58a4396c3fc46af54caed318314ad360db449a01f90c66_synthetic_irregular_7q_spread_37,test
prospective,0,6a9ea95959ada3b9eb58a4396c3fc46af54caed318314ad360db449a01f90c66_synthetic_irregular_7q_spread_47,test
prospective,0,2b5e0ed483cc3050468f9dbe07ba775d3779a0f5f0b1d9721b5967992a9fa793_synthetic_line_6q_favorable_11,test
prospective,0,2b5e0ed483cc3050468f9dbe07ba775d3779a0f5f0b1d9721b5967992a9fa793_synthetic_line_6q_favorable_19,test
prospective,0,2b5e0ed483cc3050468f9dbe07ba775d3779a0f5f0b1d9721b5967992a9fa793_synthetic_line_6q_favorable_29,test
